Período;ARS;Hospital;Localização Geográfica;DCI;Grupo Hospital;Valor Biossimilar;Valor Não Biossimilar;Quota Biossimilar
2020-01;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Epoetina;Grupo C;0.0;840.0;0.0
2020-01;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;18.0;0.0;100.0
2020-01;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Epoetina;Grupo C;60.0;0.0;100.0
2020-01;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Etanercept;Grupo C;228.0;528.0;30.158730158730158
2020-01;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Etanercept;Grupo C;60.0;164.0;26.785714285714285
2020-01;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Etanercept;Grupo C;0.0;100.0;0.0
2020-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Etanercept;Grupo C;0.0;64.0;0.0
2020-01;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Filgrastim;Grupo C;500.0;0.0;100.0
2020-01;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Rituximab;Grupo C;8.0;2.0;80.0
2020-01;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Rituximab;Grupo C;22.0;0.0;100.0
2020-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Rituximab;Grupo C;2.0;1.0;66.66666666666666
2020-01;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Trastuzumab;Grupo C;0.0;30.0;0.0
2020-01;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Trastuzumab;Grupo C;0.0;117.0;0.0
2020-01;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Bevacizumab;Grupo D;0.0;10.0;0.0
2020-01;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Enoxaparina sódica;Grupo D;6108.0;0.0;100.0
2020-01;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Etanercept;Grupo D;0.0;500.0;0.0
2020-01;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Etanercept;Grupo D;56.0;244.0;18.666666666666668
2020-01;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Filgrastim;Grupo D;300.0;0.0;100.0
2020-01;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Filgrastim;Grupo D;800.0;0.0;100.0
2020-01;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Filgrastim;Grupo D;100.0;0.0;100.0
2020-01;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Infliximab;Grupo D;110.0;4.0;96.49122807017544
2020-01;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Rituximab;Grupo D;-50.0;15.0;0.0
2020-01;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Somatropina;Grupo D;0.0;83.0;0.0
2020-01;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Adalimumab;Grupo E;0.0;12.0;0.0
2020-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Enoxaparina sódica;Grupo E;15462.0;0.0;100.0
2020-01;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Etanercept;Grupo E;28.0;140.0;16.666666666666664
2020-01;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Infliximab;Grupo E;1800.0;0.0;100.0
2020-01;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Somatropina;Grupo E;0.0;207.0;0.0
2020-01;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Trastuzumab;Grupo E;110.0;100.0;52.38095238095239
2020-01;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Adalimumab;Grupo F;0.0;80.0;0.0
2020-01;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Bevacizumab;Grupo F;0.0;90.0;0.0
2020-01;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Filgrastim;Grupo F;1600.0;0.0;100.0
2020-01;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Rituximab;Grupo F;30.0;25.0;54.54545454545454
2020-01;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Rituximab;Grupo F;20.0;180.0;10.0
2020-01;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Trastuzumab;Grupo F;100.0;0.0;100.0
2020-02;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Enoxaparina sódica;Grupo B;5796.0;0.0;100.0
2020-02;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Enoxaparina sódica;Grupo B;2490.0;0.0;100.0
2020-02;Centro;Hospital Distrital Figueira da Foz, E.P.E.;40.117897,-8.8586755;Filgrastim;Grupo B;20.0;0.0;100.0
2020-02;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Infliximab;Grupo B;19.0;0.0;100.0
2020-02;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Trastuzumab;Grupo B;0.0;15.0;0.0
2020-02;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Adalimumab;Grupo C;0.0;194.0;0.0
2020-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Adalimumab;Grupo C;12.0;364.0;3.1914893617021276
2020-02;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Bevacizumab;Grupo C;0.0;20.0;0.0
2020-02;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Enoxaparina sódica;Grupo C;4164.0;0.0;100.0
2020-02;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Epoetina;Grupo C;468.0;0.0;100.0
2020-02;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Epoetina;Grupo C;18.0;0.0;100.0
2020-02;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Etanercept;Grupo C;0.0;32.0;0.0
2020-02;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Rituximab;Grupo C;2.0;6.0;25.0
2020-02;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Trastuzumab;Grupo C;0.0;6.0;0.0
2020-02;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Adalimumab;Grupo D;60.0;200.0;23.076923076923077
2020-02;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Adalimumab;Grupo D;240.0;200.0;54.54545454545454
2020-02;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Adalimumab;Grupo D;100.0;198.0;33.557046979865774
2020-02;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Bevacizumab;Grupo D;0.0;100.0;0.0
2020-02;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Bevacizumab;Grupo D;0.0;46.0;0.0
2020-02;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Enoxaparina sódica;Grupo D;0.0;14592.0;0.0
2020-02;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Epoetina;Grupo D;0.0;1392.0;0.0
2020-02;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Etanercept;Grupo D;256.0;184.0;58.18181818181818
2020-02;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Etanercept;Grupo D;60.0;0.0;100.0
2020-02;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Infliximab;Grupo D;160.0;0.0;100.0
2020-02;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Infliximab;Grupo D;300.0;0.0;100.0
2020-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Infliximab;Grupo D;0.0;0.0;0.0
2020-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Rituximab;Grupo D;128.0;0.0;100.0
2020-02;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Rituximab;Grupo D;0.0;56.0;0.0
2020-02;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Somatropina;Grupo D;0.0;20.0;0.0
2020-02;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Trastuzumab;Grupo D;4.0;110.0;3.508771929824561
2020-02;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Trastuzumab;Grupo D;60.0;10.0;85.71428571428571
2020-02;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Adalimumab;Grupo E;0.0;604.0;0.0
2020-02;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Adalimumab;Grupo E;1200.0;204.0;85.47008547008546
2020-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Bevacizumab;Grupo E;0.0;140.0;0.0
2020-02;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Bevacizumab;Grupo E;0.0;70.0;0.0
2020-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Enoxaparina sódica;Grupo E;11106.0;60.0;99.46265448683504
2020-02;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Epoetina;Grupo E;0.0;2316.0;0.0
2020-02;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Infliximab;Grupo E;475.0;300.0;61.29032258064516
2020-02;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Infliximab;Grupo E;240.0;300.0;44.44444444444444
2020-02;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Rituximab;Grupo E;150.0;10.0;93.75
2020-02;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Somatropina;Grupo E;204.0;341.0;37.43119266055046
2020-02;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Somatropina;Grupo E;100.0;77.0;56.49717514124294
2020-02;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Somatropina;Grupo E;5.0;230.0;2.127659574468085
2020-02;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Trastuzumab;Grupo E;210.0;30.0;87.5
2020-02;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Bevacizumab;Grupo F;0.0;75.0;0.0
2020-02;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Filgrastim;Grupo F;550.0;0.0;100.0
2020-02;LVT;Instituto Português de Oncologia, E.P.E. - Lisboa;38.7396768,-9.1634516;Somatropina;Grupo F;0.0;200.0;0.0
2020-03;Centro;Hospital Arcebispo Joao Crisostomo - Cantanhede;40.3470015,-8.5933462;Enoxaparina sódica;Grupo A;0.0;870.0;0.0
2020-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Adalimumab;Grupo B;98.0;40.0;71.01449275362319
2020-03;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Enoxaparina sódica;Grupo B;11154.0;0.0;100.0
2020-03;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Enoxaparina sódica;Grupo B;1146.0;0.0;100.0
2020-03;Norte;Unidade Local de Saúde do Nordeste, E.P.E.;41.8056532,-6.7888197;Enoxaparina sódica;Grupo B;7236.0;24.0;99.6694214876033
2020-03;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234,-8.6171561;Etanercept;Grupo B;8.0;8.0;50.0
2020-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Etanercept;Grupo B;0.0;100.0;0.0
2020-03;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Infliximab;Grupo B;5.0;0.0;100.0
2020-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Infliximab;Grupo B;0.0;3.0;0.0
2020-03;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Trastuzumab;Grupo B;15.0;4.0;78.94736842105263
2020-03;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Adalimumab;Grupo C;40.0;400.0;9.090909090909092
2020-03;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Adalimumab;Grupo C;30.0;52.0;36.58536585365854
2020-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Adalimumab;Grupo C;60.0;246.0;19.607843137254903
2020-03;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Adalimumab;Grupo C;0.0;158.0;0.0
2020-03;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Adalimumab;Grupo C;0.0;78.0;0.0
2020-03;Norte;Unidade Local de Saúde de Matosinhos, E.P.E.;41.1794456,-8.6745115;Bevacizumab;Grupo C;0.0;50.0;0.0
2020-03;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Enoxaparina sódica;Grupo C;11574.0;0.0;100.0
2020-03;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Enoxaparina sódica;Grupo C;300.0;10200.0;2.857142857142857
2020-03;Norte;Unidade Local de Saúde do Alto Minho, E.P.E.;41.7056054,-8.8252713;Enoxaparina sódica;Grupo C;1788.0;7776.0;18.695106649937266
2020-03;Alentejo;Unidade Local de Saúde do Norte Alentejano, E.P.E.;39.3003425,-7.4263845;Enoxaparina sódica;Grupo C;4560.0;0.0;100.0
2020-03;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Epoetina;Grupo C;0.0;660.0;0.0
2020-03;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Epoetina;Grupo C;240.0;1116.0;17.699115044247787
2020-03;LVT;Hospital distrital de Santarem, E.P.E.;39.2410946,-8.6937515;Epoetina;Grupo C;70.0;0.0;100.0
2020-03;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Etanercept;Grupo C;224.0;112.0;66.66666666666666
2020-03;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Etanercept;Grupo C;252.0;104.0;70.78651685393258
2020-03;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Filgrastim;Grupo C;340.0;0.0;100.0
2020-03;LVT;Centro Hospitalar Barreiro Montijo, E.P.E.;38.6554005,-9.0592392;Infliximab;Grupo C;120.0;10.0;92.3076923076923
2020-03;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Infliximab;Grupo C;120.0;160.0;42.857142857142854
2020-03;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Infliximab;Grupo C;120.0;120.0;50.0
2020-03;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Infliximab;Grupo C;19.0;11.0;63.33333333333333
2020-03;Norte;Centro Hospitalar do Tamega e Sousa, E.P.E.;41.2494561,-8.264901;Infliximab;Grupo C;130.0;0.0;100.0
2020-03;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Rituximab;Grupo C;50.0;0.0;100.0
2020-03;Norte;Hospital da Senhora da Oliveira Guimaraes, E.P.E.;41.4387173,-8.3086907;Rituximab;Grupo C;44.0;0.0;100.0
2020-03;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Adalimumab;Grupo D;120.0;240.0;33.33333333333333
2020-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Adalimumab;Grupo D;788.0;778.0;50.31928480204342
2020-03;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Adalimumab;Grupo D;204.0;482.0;29.737609329446062
2020-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Bevacizumab;Grupo D;0.0;70.0;0.0
2020-03;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Bevacizumab;Grupo D;0.0;124.0;0.0
2020-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Bevacizumab;Grupo D;0.0;60.0;0.0
2020-03;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Enoxaparina sódica;Grupo D;0.0;18030.0;0.0
2020-03;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Enoxaparina sódica;Grupo D;6000.0;0.0;100.0
2020-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Epoetina;Grupo D;1920.0;0.0;100.0
2020-03;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Epoetina;Grupo D;0.0;1678.0;0.0
2020-03;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Epoetina;Grupo D;0.0;4012.0;0.0
2020-03;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Etanercept;Grupo D;80.0;580.0;12.121212121212121
2020-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Etanercept;Grupo D;560.0;652.0;46.2046204620462
2020-03;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Etanercept;Grupo D;0.0;1608.0;0.0
2020-03;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Etanercept;Grupo D;316.0;856.0;26.96245733788396
2020-03;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Filgrastim;Grupo D;400.0;0.0;100.0
2020-03;Norte;Hospital de Braga, E.P.E.;41.567781,-8.399268;Filgrastim;Grupo D;600.0;0.0;100.0
2020-03;Alentejo;Hospital Espírito Santo, E.P.E. - Evora;38.5684861,-7.9032848;Filgrastim;Grupo D;150.0;0.0;100.0
2020-03;Centro;Centro Hospitalar Tondela-Viseu, E.P.E.;40.516364,-8.0827433;Infliximab;Grupo D;400.0;0.0;100.0
2020-03;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Infliximab;Grupo D;435.0;0.0;100.0
2020-03;LVT;Hospital Garcia da Orta, E.P.E.;38.6658713,-9.1822554;Infliximab;Grupo D;300.0;0.0;100.0
2020-03;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Rituximab;Grupo D;100.0;0.0;100.0
2020-03;Norte;Centro Hospitalar de Vila Nova de Gaia/ Espinho, E.P.E.;41.1094138,-8.5972617;Somatropina;Grupo D;96.0;51.0;65.3061224489796
2020-03;Norte;Centro Hospitalar de Tras os Montes e Alto Douro, E.P.E.;41.3031784,-7.7515252;Trastuzumab;Grupo D;0.0;100.0;0.0
2020-03;Algarve;Centro Hospitalar Universitário do Algarve, E.P.E.;37.0238973,-7.9281554;Trastuzumab;Grupo D;22.0;110.0;16.666666666666664
2020-03;LVT;Hospital Prof. Doutor Fernando Fonseca, E.P.E.;38.7422257,-9.2264834;Trastuzumab;Grupo D;20.0;25.0;44.44444444444444
2020-03;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Adalimumab;Grupo E;600.0;12.0;98.0392156862745
2020-03;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Adalimumab;Grupo E;124.0;1440.0;7.928388746803069
2020-03;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Enoxaparina sódica;Grupo E;23232.0;0.0;100.0
2020-03;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Epoetina;Grupo E;0.0;3504.0;0.0
2020-03;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Etanercept;Grupo E;612.0;980.0;38.44221105527638
2020-03;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Filgrastim;Grupo E;630.0;0.0;100.0
2020-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Filgrastim;Grupo E;2400.0;0.0;100.0
2020-03;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Filgrastim;Grupo E;775.0;0.0;100.0
2020-03;Centro;Centro Hospitalar e Universitário de Coimbra, E.P.E.;40.2191523,-8.4098211;Infliximab;Grupo E;500.0;0.0;100.0
2020-03;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Infliximab;Grupo E;800.0;700.0;53.333333333333336
2020-03;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Infliximab;Grupo E;620.0;150.0;80.51948051948052
2020-03;LVT;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;38.7500861,-9.1616116;Rituximab;Grupo E;330.0;100.0;76.74418604651163
2020-03;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Rituximab;Grupo E;180.0;20.0;90.0
2020-03;LVT;Centro Hospitalar de Lisboa Ocidental, E.P.E.;38.708454,-9.216985;Somatropina;Grupo E;80.0;59.0;57.55395683453237
2020-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Somatropina;Grupo E;0.0;502.0;0.0
2020-03;Norte;Centro Hospitalar Universitário do Porto, E.P.E.;41.1472498,-8.6172617;Somatropina;Grupo E;0.0;260.0;0.0
2020-03;Norte;Centro Hospitalar Universitário de São João, E.P.E.;41.1831056,-8.6010558;Trastuzumab;Grupo E;54.0;10.0;84.375
2020-03;LVT;Centro Hospitalar Universitário Lisboa Central, E.P.E.;38.7166948,-9.1371248;Trastuzumab;Grupo E;90.0;0.0;100.0
2020-03;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Bevacizumab;Grupo F;0.0;100.0;0.0
2020-03;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Bevacizumab;Grupo F;0.0;280.0;0.0
2020-03;Norte;Instituto Português de Oncologia, E.P.E. - Porto;41.1785642,-8.6062881;Filgrastim;Grupo F;3300.0;0.0;100.0
2020-03;Centro;Instituto Português de Oncologia, E.P.E. - Coimbra;40.2162514,-8.4103814;Rituximab;Grupo F;30.0;10.0;75.0
2020-04;Centro;Centro de Medicina de Reabilitacao da Regiao Centro Rovisco Pais;40.297919,-8.7707806;Enoxaparina sódica;Grupo A;1500.0;0.0;100.0
2020-04;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Adalimumab;Grupo B;4.0;0.0;100.0
2020-04;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Bevacizumab;Grupo B;0.0;17.0;0.0
2020-04;Norte;Centro Hospitalar Povoa de Varzim / Vila do Conde;41.3828711,-8.7589945;Enoxaparina sódica;Grupo B;1398.0;600.0;69.96996996996997
2020-04;Centro;Unidade Local de Saúde de Castelo Branco, E.P.E.;39.8212263,-7.4981271;Enoxaparina sódica;Grupo B;0.0;804.0;0.0
2020-04;Alentejo;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;38.0162314,-8.6956768;Enoxaparina sódica;Grupo B;0.0;1596.0;0.0
2020-04;Centro;Unidade Local de Saúde da Guarda, E.P.E.;40.5309916,-7.2734793;Epoetina;Grupo B;12.0;0.0;100.0
2020-04;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Etanercept;Grupo B;0.0;8.0;0.0
2020-04;Norte;Hospital de Santa Maria Maior, E.P.E. - Barcelos;41.5324234,-8.6171561;Etanercept;Grupo B;0.0;28.0;0.0
2020-04;Norte;Centro Hospitalar do Medio Ave, E.P.E.;41.3423984,-8.4802503;Trastuzumab;Grupo B;0.0;15.0;0.0
2020-04;LVT;Centro Hospitalar do Oeste, E.P.E.;39.4054629,-9.1258493;Trastuzumab;Grupo B;0.0;22.0;0.0
2020-04;Centro;Centro Hospitalar do Baixo Vouga, E.P.E.;40.6362453,-8.6543716;Adalimumab;Grupo C;50.0;128.0;28.08988764044944
2020-04;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Adalimumab;Grupo C;0.0;470.0;0.0
2020-04;Centro;Centro Hospitalar Universitário Cova da Beira, E.P.E.;40.2804158,-7.4922407;Adalimumab;Grupo C;24.0;104.0;18.75
2020-04;Norte;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;40.9293884,-8.5458794;Bevacizumab;Grupo C;0.0;120.0;0.0
2020-04;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Enoxaparina sódica;Grupo C;0.0;17466.0;0.0
2020-04;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Epoetina;Grupo C;84.0;-6.0;100.0
2020-04;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Epoetina;Grupo C;240.0;540.0;30.76923076923077
2020-04;Centro;Centro Hospitalar de Leiria, E.P.E.;39.7414812,-8.7982706;Etanercept;Grupo C;180.0;0.0;100.0
2020-04;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Filgrastim;Grupo C;300.0;0.0;100.0
2020-04;LVT;Centro Hospitalar do Medio Tejo, E.P.E.;39.478072,-8.5404429;Filgrastim;Grupo C;15.0;0.0;100.0
2020-04;Alentejo;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;38.014123,-7.8721227;Filgrastim;Grupo C;10.0;0.0;100.0
2020-04;LVT;Centro Hospitalar de Setúbal, E.P.E.;38.5283754,-8.8818638;Infliximab;Grupo C;160.0;10.0;94.11764705882352
