Período,Região,Grupo Terapêutico,Encargos SNS (Ambulatório)
2019-01,Norte,Medicamentos antineoplásicos e imunomoduladores,247106.81999999995
2019-01,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,19394.590000000004
2019-01,Alentejo,Sangue,624687.4299999998
2019-01,Centro,Sistema nervoso central,4373984.600000004
2019-01,Norte,Sistema nervoso central,7616603.409999982
2019-01,Alentejo,Vacinas e imunoglobulinas,7550.43
2019-01,Centro,Vacinas e imunoglobulinas,51335.75
2019-02,Lisboa,Aparelho cardiovascular,6076171.95000002
2019-02,Norte,Aparelho digestivo,1185756.4899999998
2019-02,Alentejo,Aparelho geniturinário,105197.06999999998
2019-02,Norte,Aparelho locomotor,1406973.1699999995
2019-02,Alentejo,Aparelho respiratório,343179.68999999977
2019-02,Centro,Aparelho respiratório,1411236.2499999988
2019-02,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1346648.8499999994
2019-02,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,10150258.919999998
2019-02,Alentejo,Medicamentos anti-infecciosos,183776.40000000005
2019-02,Lisboa,Medicamentos anti-infecciosos,1443744.0199999996
2019-02,Norte,Medicamentos antineoplásicos e imunomoduladores,237780.58000000002
2019-02,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,18310.73
2019-02,Algarve,Medicamentos usados no tratamento de intoxicações,885.75
2019-02,Algarve,Nutrição e metabolismo,7208.119999999999
2019-02,Centro,Nutrição e metabolismo,44135.68999999998
2019-02,Lisboa,Nutrição e metabolismo,73857.19999999998
2019-02,Norte,Nutrição e metabolismo,99506.79000000001
2019-02,Lisboa,Sangue,4275440.35
2019-02,Lisboa,Sistema nervoso central,7652931.740000005
2019-02,Norte,Sistema nervoso central,6996201.24999998
2019-03,Algarve,Aparelho cardiovascular,754220.209999999
2019-03,Lisboa,Aparelho geniturinário,646276.2299999997
2019-03,Alentejo,Aparelho locomotor,178628.40000000005
2019-03,Algarve,Aparelho respiratório,250480.35999999987
2019-03,Centro,Aparelho respiratório,1875370.6300000013
2019-03,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,6981821.330000001
2019-03,Algarve,Medicação antialérgica,24477.899999999976
2019-03,Lisboa,Medicação antialérgica,256460.84
2019-03,Alentejo,Medicamentos usados em afecções cutâneas,30220.019999999993
2019-03,Centro,Medicamentos usados em afecções oculares,695205.9300000002
2019-03,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,16291.43
2019-03,Norte,Medicamentos usados em afecções otorrinolaringológicas,134290.52999999994
2019-03,Algarve,Sistema nervoso central,863855.1499999994
2019-03,Lisboa,Sistema nervoso central,7841682.319999993
2019-04,Centro,Aparelho cardiovascular,5054613.879999995
2019-04,Lisboa,Aparelho cardiovascular,6197118.590000018
2019-04,Algarve,Aparelho digestivo,108458.72999999998
2019-04,Norte,Aparelho digestivo,1103685.5
2019-04,Alentejo,Aparelho geniturinário,94260.51000000008
2019-04,Lisboa,Aparelho geniturinário,638194.9100000003
2019-04,Centro,Aparelho respiratório,1803295.3099999994
2019-04,Algarve,Correctivos da volémia e das alterações electrolíticas,157.73
2019-04,Centro,Correctivos da volémia e das alterações electrolíticas,3270.92
2019-04,Alentejo,Medicação antialérgica,28806.25
2019-04,Centro,Medicação antialérgica,116346.42999999995
2019-04,Centro,Medicamentos anti-infecciosos,743765.4299999999
2019-04,Alentejo,Medicamentos usados em afecções cutâneas,27120.860000000015
2019-04,Alentejo,Medicamentos usados em afecções oculares,108736.32000000005
2019-04,Algarve,Medicamentos usados em afecções otorrinolaringológicas,15753.830000000002
2019-04,Norte,Medicamentos usados no tratamento de intoxicações,8123.610000000001
2019-04,Alentejo,Nutrição e metabolismo,9085.490000000002
2019-04,Algarve,Nutrição e metabolismo,7678.15
2019-04,Alentejo,Sistema nervoso central,1084319.049999999
2019-04,Norte,Sistema nervoso central,6383105.329999992
2019-04,Algarve,Vacinas e imunoglobulinas,4387.62
2019-05,Algarve,Aparelho cardiovascular,773935.7900000011
2019-05,Centro,Aparelho cardiovascular,4243179.6000000015
2019-05,Alentejo,Aparelho digestivo,177290.9899999999
2019-05,Alentejo,Aparelho locomotor,215953.00999999992
2019-05,Alentejo,Aparelho respiratório,368914.51999999984
2019-05,Algarve,Aparelho respiratório,245424.63999999998
2019-05,Centro,Aparelho respiratório,1429583.2399999998
2019-05,Alentejo,Correctivos da volémia e das alterações electrolíticas,576.8199999999999
2019-05,Centro,Correctivos da volémia e das alterações electrolíticas,1271.4099999999999
2019-05,Norte,Correctivos da volémia e das alterações electrolíticas,2478.37
2019-05,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1521322.94
2019-05,Lisboa,Medicação antialérgica,274523.95
2019-05,Norte,Medicação antialérgica,210639.25000000003
2019-05,Algarve,Medicamentos antineoplásicos e imunomoduladores,27168.649999999998
2019-05,Alentejo,Medicamentos usados em afecções cutâneas,40775.43000000001
2019-05,Algarve,Medicamentos usados no tratamento de intoxicações,10178.55
2019-05,Lisboa,Nutrição e metabolismo,80789.12
2019-05,Lisboa,Sangue,4755962.390000001
2019-05,Lisboa,Sistema nervoso central,8544714.940000001
2019-05,Norte,Sistema nervoso central,7802035.309999983
2019-05,Centro,Vacinas e imunoglobulinas,31751.51
2019-06,Norte,Medicamentos usados em afecções otorrinolaringológicas,107642.42
2019-06,Norte,Nutrição e metabolismo,83694.03
2019-06,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,9354374.51000001
2019-06,Lisboa,Medicamentos usados no tratamento de intoxicações,30930.95
2019-06,Lisboa,Nutrição e metabolismo,70044.97
2019-06,Centro,Aparelho geniturinário,469941.43
2019-06,Centro,Medicamentos anti-infecciosos,506457.67
2019-06,Centro,Medicamentos antineoplásicos e imunomoduladores,93246.84
2019-06,Centro,Medicamentos usados em afecções cutâneas,169181.94
2019-06,Centro,Nutrição e metabolismo,42947.62
2019-06,Centro,Sistema nervoso central,4073933.03
2019-06,Algarve,Aparelho cardiovascular,709650.800000002
2019-06,Algarve,Aparelho locomotor,186211.82
2019-06,Algarve,Medicação antialérgica,19859.82
2019-06,Algarve,Medicamentos anti-infecciosos,133824.41
2019-06,Algarve,Medicamentos usados em afecções oculares,90957.52
2019-06,Algarve,Medicamentos usados em afecções otorrinolaringológicas,11093.36
2019-06,Alentejo,Aparelho digestivo,156697.13
2019-06,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,13210.63
2019-07,Norte,Medicação antialérgica,178392.24
2019-07,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,141364.86
2019-07,Lisboa,Sangue,5134521.32
2019-07,Centro,Medicamentos usados em afecções oculares,634381.45
2019-07,Centro,Sistema nervoso central,4693857.74000001
2019-07,Algarve,Vacinas e imunoglobulinas,4751.98
2019-07,Alentejo,Aparelho digestivo,183130.86
2019-07,Alentejo,Aparelho geniturinário,119233.81
2019-07,Alentejo,Medicação antialérgica,27054.7
2019-07,Alentejo,Medicamentos anti-infecciosos,146461.0
2019-07,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,11234.14
2019-07,Alentejo,Sistema nervoso central,1415272.61
2019-07,Alentejo,Vacinas e imunoglobulinas,4241.46
2019-08,Norte,Correctivos da volémia e das alterações electrolíticas,3121.23
2019-08,Norte,Medicamentos anti-infecciosos,1124788.2
2019-08,Norte,Medicamentos usados em afecções oculares,792299.28
2019-08,Norte,Medicamentos usados no tratamento de intoxicações,19586.52
2019-08,Norte,Vacinas e imunoglobulinas,67687.88
2019-08,Lisboa,Correctivos da volémia e das alterações electrolíticas,1614.43
2019-08,Lisboa,Medicação antialérgica,165637.85
2019-08,Lisboa,Sangue,4385956.7
2019-08,Centro,Aparelho geniturinário,490953.94
2019-08,Centro,Aparelho locomotor,702454.87
2019-08,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5583184.49999999
2019-08,Centro,Medicamentos usados em afecções oculares,554469.830000001
2019-08,Centro,Sangue,3039893.62
2019-08,Centro,Sistema nervoso central,4284353.7
2019-08,Algarve,Aparelho geniturinário,95467.1699999999
2019-08,Algarve,Medicação antialérgica,19244.24
2019-08,Algarve,Medicamentos usados em afecções cutâneas,46339.65
2019-08,Alentejo,Aparelho cardiovascular,1145127.5
2019-08,Alentejo,Aparelho respiratório,298985.27
2019-08,Alentejo,Correctivos da volémia e das alterações electrolíticas,468.41
2019-08,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1496223.96
2019-08,Alentejo,Medicamentos antineoplásicos e imunomoduladores,24489.4
2019-08,Alentejo,Medicamentos usados em afecções oculares,123966.5
2019-09,Norte,Aparelho geniturinário,749419.36
2019-09,Norte,Aparelho respiratório,2746710.59
2019-09,Norte,Medicamentos usados em afecções cutâneas,403484.19
2019-09,Norte,Medicamentos usados no tratamento de intoxicações,6009.04
2019-09,Norte,Nutrição e metabolismo,79688.87
2019-09,Norte,Sangue,4392362.53
2019-09,Lisboa,Aparelho cardiovascular,5994099.56
2019-09,Lisboa,Aparelho respiratório,2500533.35
2019-09,Lisboa,Medicamentos antineoplásicos e imunomoduladores,247824.16
2019-09,Lisboa,Medicamentos usados em afecções oculares,982006.21
2019-09,Lisboa,Nutrição e metabolismo,64317.1
2019-09,Centro,Aparelho respiratório,1261859.76
2019-09,Centro,Medicamentos usados em afecções oculares,566116.64
2019-09,Centro,Medicamentos usados em afecções otorrinolaringológicas,50710.17
2019-09,Centro,Medicamentos usados no tratamento de intoxicações,24422.56
2019-09,Algarve,Medicação antialérgica,18299.97
2019-09,Algarve,Medicamentos usados em afecções cutâneas,42439.34
2019-09,Algarve,Medicamentos usados em afecções otorrinolaringológicas,11494.38
2019-09,Alentejo,Aparelho cardiovascular,1138688.24
2019-09,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,11826.83
2019-09,Alentejo,Vacinas e imunoglobulinas,6454.44
2019-10,Norte,Aparelho respiratório,3238803.83
2019-10,Norte,Correctivos da volémia e das alterações electrolíticas,2104.37
2019-10,Norte,Medicamentos usados no tratamento de intoxicações,17781.79
2019-10,Norte,Sangue,4872333.09
2019-10,Norte,Sistema nervoso central,8199043.77999998
2019-10,Lisboa,Aparelho digestivo,1188389.26
2019-10,Lisboa,Medicamentos antineoplásicos e imunomoduladores,282239.26
2019-10,Lisboa,Medicamentos usados em afecções cutâneas,434450.83
2019-10,Lisboa,Nutrição e metabolismo,84483.74
2019-10,Centro,Aparelho respiratório,1462978.67
2019-10,Centro,Sistema nervoso central,4698527.45999999
2019-10,Algarve,Aparelho digestivo,117205.99
2019-10,Algarve,Medicamentos antineoplásicos e imunomoduladores,27463.72
2019-10,Algarve,Medicamentos usados em afecções cutâneas,50127.36
2019-10,Algarve,Medicamentos usados em afecções oculares,100117.75
2019-10,Algarve,Sangue,555512.37
2019-10,Algarve,Sistema nervoso central,935382.98
2019-10,Alentejo,Aparelho locomotor,191245.09
2019-10,Alentejo,Nutrição e metabolismo,11941.21
2019-11,Norte,Sangue,4611610.36
2019-11,Lisboa,Aparelho digestivo,1113172.23
2019-11,Lisboa,Aparelho geniturinário,697084.17
2019-11,Lisboa,Aparelho locomotor,1269718.5
2019-11,Lisboa,Medicação antialérgica,230796.54
2019-11,Lisboa,Medicamentos antineoplásicos e imunomoduladores,259195.04
2019-11,Lisboa,Medicamentos usados em afecções cutâneas,393233.72
2019-11,Lisboa,Sangue,4720885.07
2019-11,Centro,Correctivos da volémia e das alterações electrolíticas,1175.0
2019-11,Centro,Medicação antialérgica,80779.33
2019-11,Centro,Medicamentos anti-infecciosos,566841.210000001
2019-11,Centro,Medicamentos antineoplásicos e imunomoduladores,98467.18
2019-11,Centro,Medicamentos usados em afecções otorrinolaringológicas,63459.26
2019-11,Algarve,Aparelho locomotor,178529.15
2019-11,Algarve,Medicamentos usados em afecções otorrinolaringológicas,13603.09
2019-12,Norte,Aparelho cardiovascular,6738459.01999999
2019-12,Norte,Vacinas e imunoglobulinas,237937.0
2019-12,Lisboa,Aparelho cardiovascular,6724541.53000001
2019-12,Lisboa,Vacinas e imunoglobulinas,211701.01
2019-12,Centro,Aparelho respiratório,1485952.92
2019-12,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,5785181.27
2019-12,Centro,Medicamentos usados em afecções otorrinolaringológicas,65472.75
2019-12,Centro,Sangue,3170151.96
2019-12,Centro,Vacinas e imunoglobulinas,107761.67
2019-12,Algarve,Correctivos da volémia e das alterações electrolíticas,15.21
2019-12,Alentejo,Aparelho geniturinário,113037.86
2019-12,Alentejo,Aparelho locomotor,173062.62
2019-12,Alentejo,Medicamentos antineoplásicos e imunomoduladores,27127.11
2020-01,Norte,Aparelho cardiovascular,6184692.57
2020-01,Norte,Aparelho digestivo,1198581.91
2020-01,Norte,Aparelho locomotor,1189617.47
2020-01,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,10988671.87
2020-01,Norte,Medicação antialérgica,213988.6
2020-01,Norte,Medicamentos usados em afecções oculares,757075.58
2020-01,Norte,Medicamentos usados em afecções otorrinolaringológicas,151830.18
2020-01,Norte,Vacinas e imunoglobulinas,115138.46
2020-01,Lisboa,Aparelho respiratório,3178743.37
2020-01,Lisboa,Medicamentos anti-infecciosos,1503134.68
2020-01,Lisboa,Medicamentos antineoplásicos e imunomoduladores,260584.57
2020-01,Lisboa,Medicamentos usados em afecções cutâneas,407672.77
2020-01,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,226906.9
2020-01,Lisboa,Medicamentos usados no tratamento de intoxicações,48136.83
2020-01,Lisboa,Vacinas e imunoglobulinas,115557.3
2020-01,Centro,Aparelho geniturinário,675785.78
2020-01,Centro,Aparelho respiratório,2200272.13
2020-01,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7978903.34
2020-01,Centro,Medicamentos anti-infecciosos,919078.99
2020-01,Centro,Medicamentos usados no tratamento de intoxicações,20623.75
2020-01,Centro,Nutrição e metabolismo,61368.22
2020-01,Algarve,Correctivos da volémia e das alterações electrolíticas,27.64
2020-01,Algarve,Não Carregado,5.32
2020-01,Algarve,Vacinas e imunoglobulinas,9568.43
2020-01,Alentejo,Aparelho locomotor,155154.33
2020-01,Alentejo,Medicamentos antineoplásicos e imunomoduladores,23278.6
2020-01,Alentejo,Medicamentos usados no tratamento de intoxicações,6059.95
2020-01,Alentejo,Vacinas e imunoglobulinas,6973.69
2020-02,Norte,Aparelho respiratório,2895766.9
2020-02,Norte,Medicamentos anti-infecciosos,1255561.39
2020-02,Norte,Sangue,3983545.41
2020-02,Lisboa,Correctivos da volémia e das alterações electrolíticas,1741.35
2020-02,Lisboa,Medicação antialérgica,248940.75
2020-02,Lisboa,Medicamentos usados em afecções cutâneas,381983.41
2020-02,Centro,Aparelho cardiovascular,5072543.49
2020-02,Centro,Aparelho digestivo,743892.71
2020-02,Centro,Hormonas e medicamentos usados no tratamento das doenças endócrinas,7370279.56
2020-02,Centro,Medicamentos antineoplásicos e imunomoduladores,133854.42
2020-02,Centro,Medicamentos usados em afecções oculares,688912.6
2020-02,Algarve,Aparelho geniturinário,89446.74
2020-02,Algarve,Aparelho locomotor,175453.05
2020-02,Algarve,Correctivos da volémia e das alterações electrolíticas,30.28
2020-02,Algarve,Vacinas e imunoglobulinas,7887.94
2020-02,Alentejo,Aparelho cardiovascular,984278.62
2020-02,Alentejo,Aparelho digestivo,140199.68
2020-02,Alentejo,Medicamentos anti-infecciosos,146432.23
2020-02,Alentejo,Sangue,566247.09
2020-03,Norte,Aparelho cardiovascular,7697673.19
2020-03,Norte,Aparelho respiratório,3959445.36
2020-03,Norte,Medicamentos usados em afecções oculares,855361.35
2020-03,Norte,Sangue,4707378.01
2020-03,Lisboa,Aparelho geniturinário,816924.67
2020-03,Lisboa,Medicamentos usados em afecções oculares,1216114.73
2020-03,Centro,Aparelho locomotor,964707.73
2020-03,Centro,Aparelho respiratório,2704896.13
2020-03,Centro,Medicamentos usados em afecções cutâneas,232251.51
2020-03,Algarve,Aparelho respiratório,369768.03
2020-03,Algarve,Medicação antialérgica,23528.98
2020-03,Alentejo,Aparelho cardiovascular,1357970.9
2020-03,Alentejo,Aparelho locomotor,172383.85
2020-03,Alentejo,Sangue,702004.76
2020-03,Alentejo,Sistema nervoso central,1414015.48
2020-04,Norte,Aparelho digestivo,1003908.63
2020-04,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,9756738.74
2020-04,Norte,Medicamentos antineoplásicos e imunomoduladores,178898.12
2020-04,Norte,Nutrição e metabolismo,62708.67
2020-04,Norte,Sistema nervoso central,6219940.14
2020-04,Lisboa,Aparelho cardiovascular,5992955.48
2020-04,Lisboa,Aparelho locomotor,900603.71
2020-04,Centro,Aparelho cardiovascular,5037588.41
2020-04,Centro,Aparelho digestivo,697999.03
2020-04,Centro,Aparelho geniturinário,561279.72
2020-04,Centro,Correctivos da volémia e das alterações electrolíticas,1609.31
2020-04,Centro,Medicação antialérgica,72470.64
2020-04,Centro,Medicamentos antineoplásicos e imunomoduladores,127879.71
2020-04,Centro,Nutrição e metabolismo,46491.46
2020-04,Centro,Sangue,3804536.85
2020-04,Algarve,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1128809.05
2020-04,Algarve,Medicação antialérgica,13906.1
2020-04,Algarve,Sistema nervoso central,848034.53
2020-04,Algarve,Vacinas e imunoglobulinas,1732.66
2020-04,Alentejo,Aparelho geniturinário,87382.92
2020-05,Norte,Medicação antialérgica,115984.79
2020-05,Norte,Medicamentos anti-infecciosos,713720.82
2020-05,Norte,Sangue,3827498.3
2020-05,Norte,Sistema nervoso central,6202324.78
2020-05,Lisboa,Aparelho cardiovascular,5779421.67
2020-05,Lisboa,Aparelho locomotor,982683.72
2020-05,Lisboa,Sangue,4224823.77
2020-05,Centro,Aparelho locomotor,745619.81
2020-05,Centro,Medicamentos usados no tratamento de intoxicações,21468.97
2020-05,Centro,Sistema nervoso central,5316461.06
2020-05,Algarve,Aparelho locomotor,148756.83
2020-05,Algarve,Aparelho respiratório,217038.74
2020-05,Algarve,Medicação antialérgica,16693.7
2020-05,Algarve,Medicamentos usados em afecções otorrinolaringológicas,9518.13
2020-05,Algarve,Sangue,502063.67
2020-05,Algarve,Vacinas e imunoglobulinas,2593.47
2020-05,Alentejo,Aparelho locomotor,127021.03
2020-05,Alentejo,Medicamentos anti-infecciosos,83221.33
2020-05,Alentejo,Medicamentos usados em afecções cutâneas,27050.62
2020-05,Alentejo,Medicamentos usados no tratamento de intoxicações,245.18
2020-05,Alentejo,Não Carregado,186.07
2020-06,Norte,Aparelho cardiovascular,5639993.27
2020-06,Norte,Aparelho digestivo,1021587.39
2020-06,Norte,Aparelho respiratório,2393621.76
2020-06,Norte,Sangue,3854051.36
2020-06,Lisboa,Aparelho digestivo,1010955.64
2020-06,Lisboa,Medicamentos anti-infecciosos,812104.13
2020-06,Centro,Correctivos da volémia e das alterações electrolíticas,1958.78
2020-06,Centro,Medicamentos usados no tratamento de intoxicações,21015.44
2020-06,Algarve,Aparelho geniturinário,66210.6
2020-06,Algarve,Aparelho respiratório,214471.28
2020-06,Algarve,Não Carregado,285.45
2020-06,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1247386.31
2020-06,Alentejo,Medicação antialérgica,21607.65
2020-06,Alentejo,Medicamentos usados em afecções oculares,102827.23
2020-06,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,9049.64
2020-06,Alentejo,Não Carregado,78.47
2020-07,Norte,Aparelho geniturinário,551916.33
2020-07,Norte,Aparelho respiratório,2597200.34
2020-07,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,11120494.53
2020-07,Norte,Sistema nervoso central,7244923.34
2020-07,Lisboa,Aparelho locomotor,1234112.11
2020-07,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,10672713.04
2020-07,Lisboa,Medicamentos usados em afecções oculares,1009954.02
2020-07,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,120609.17
2020-07,Lisboa,Sangue,4892508.68
2020-07,Centro,Aparelho locomotor,903569.81
2020-07,Centro,Medicamentos usados em afecções otorrinolaringológicas,57546.97
2020-07,Centro,Medicamentos usados no tratamento de intoxicações,25168.48
2020-07,Centro,Sistema nervoso central,6167171.12
2020-07,Centro,Vacinas e imunoglobulinas,44299.89
2020-07,Algarve,Aparelho digestivo,122249.0
2020-07,Algarve,Correctivos da volémia e das alterações electrolíticas,122.51
2020-07,Alentejo,Aparelho geniturinário,72957.21
2020-07,Alentejo,Medicamentos usados em afecções oculares,109144.65
2020-07,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,8478.3
2020-08,Norte,Correctivos da volémia e das alterações electrolíticas,2617.48
2020-08,Norte,Medicação antialérgica,104045.75
2020-08,Norte,Medicamentos usados em afecções otorrinolaringológicas,73909.26
2020-08,Norte,Medicamentos usados no tratamento de intoxicações,9268.65
2020-08,Lisboa,Aparelho geniturinário,426557.61
2020-08,Lisboa,Hormonas e medicamentos usados no tratamento das doenças endócrinas,8861257.7
2020-08,Lisboa,Medicação antialérgica,132348.92
2020-08,Lisboa,Medicamentos usados em afecções cutâneas,287853.96
2020-08,Lisboa,Sangue,4085172.4
2020-08,Centro,Aparelho geniturinário,454187.82
2020-08,Centro,Correctivos da volémia e das alterações electrolíticas,2321.33
2020-08,Algarve,Aparelho geniturinário,62963.47
2020-08,Algarve,Medicamentos usados em afecções otorrinolaringológicas,10365.82
2020-08,Algarve,Vacinas e imunoglobulinas,8349.18
2020-08,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1243643.98
2020-08,Alentejo,Medicamentos antineoplásicos e imunomoduladores,16399.87
2020-08,Alentejo,Medicamentos usados em afecções oculares,94746.44
2020-08,Alentejo,Medicamentos usados em afecções otorrinolaringológicas,8026.92
2020-09,Norte,Aparelho cardiovascular,5855443.9
2020-09,Norte,Aparelho geniturinário,523988.98
2020-09,Norte,Aparelho locomotor,1044908.44
2020-09,Norte,Correctivos da volémia e das alterações electrolíticas,2057.15
2020-09,Norte,Medicamentos antineoplásicos e imunomoduladores,179525.47
2020-09,Norte,Medicamentos usados em afecções oculares,688819.52
2020-09,Norte,Sistema nervoso central,6722197.29
2020-09,Lisboa,Aparelho digestivo,1020638.91
2020-09,Lisboa,Aparelho respiratório,2608327.63
2020-09,Lisboa,Medicamentos usados em afecções cutâneas,337668.31
2020-09,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,150229.49
2020-09,Lisboa,Medicamentos usados no tratamento de intoxicações,36856.58
2020-09,Lisboa,Não Carregado,2013.92
2020-09,Lisboa,Sistema nervoso central,7931883.44
2020-09,Centro,Medicamentos anti-infecciosos,590805.99
2020-09,Centro,Medicamentos usados em afecções otorrinolaringológicas,67122.71
2020-09,Centro,Medicamentos usados no tratamento de intoxicações,20163.04
2020-09,Centro,Não Carregado,996.41
2020-09,Centro,Sistema nervoso central,5746050.18
2020-09,Algarve,Aparelho cardiovascular,788935.49
2020-09,Algarve,Aparelho geniturinário,64780.96
2020-09,Algarve,Medicamentos anti-infecciosos,120157.47
2020-09,Algarve,Não Carregado,113.73
2020-09,Algarve,Sangue,546211.72
2020-09,Algarve,Sistema nervoso central,907952.37
2020-09,Alentejo,Aparelho geniturinário,70106.27
2020-09,Alentejo,Medicamentos anti-infecciosos,100304.22
2020-09,Alentejo,Medicamentos antineoplásicos e imunomoduladores,20175.48
2020-09,Alentejo,Nutrição e metabolismo,9664.35
2020-09,Alentejo,Sistema nervoso central,1130818.04
2020-10,Norte,Medicamentos anti-infecciosos,880081.23
2020-10,Norte,Medicamentos usados no tratamento de intoxicações,11840.22
2020-10,Lisboa,Aparelho locomotor,1186032.3
2020-10,Lisboa,Medicamentos antineoplásicos e imunomoduladores,246856.95
2020-10,Lisboa,Medicamentos usados no tratamento de intoxicações,47217.23
2020-10,Lisboa,Sangue,4735952.1
2020-10,Lisboa,Vacinas e imunoglobulinas,731608.44
2020-10,Centro,Correctivos da volémia e das alterações electrolíticas,2541.76
2020-10,Centro,Não Carregado,1209.23
2020-10,Centro,Nutrição e metabolismo,68057.18
2020-10,Centro,Sistema nervoso central,5966851.26
2020-10,Algarve,Medicamentos usados em afecções cutâneas,40507.8
2020-10,Algarve,Nutrição e metabolismo,10088.02
2020-10,Algarve,Sistema nervoso central,921205.29
2020-10,Alentejo,Aparelho cardiovascular,1043688.06
2020-10,Alentejo,Medicamentos usados em afecções cutâneas,28508.5
2020-10,Alentejo,Nutrição e metabolismo,11005.47
2020-10,Alentejo,Vacinas e imunoglobulinas,46059.9
2020-11,Norte,Aparelho locomotor,1067442.89
2020-11,Norte,Medicação antialérgica,121102.83
2020-11,Norte,Medicamentos usados em afecções cutâneas,328186.39
2020-11,Norte,Medicamentos usados no tratamento de intoxicações,11951.93
2020-11,Lisboa,Correctivos da volémia e das alterações electrolíticas,2710.81
2020-11,Lisboa,Material de penso, hemostáticos locais, gases medicinais e outros produtos,0.0
2020-11,Lisboa,Medicamentos anti-infecciosos,912983.1
2020-11,Lisboa,Medicamentos usados em afecções cutâneas,361846.24
2020-11,Lisboa,Medicamentos usados em afecções otorrinolaringológicas,153574.88
2020-11,Lisboa,Não Carregado,2308.22
2020-11,Lisboa,Sangue,4602318.98
2020-11,Lisboa,Vacinas e imunoglobulinas,657562.29
2020-11,Centro,Medicação antialérgica,81838.53
2020-11,Centro,Medicamentos usados em afecções oculares,703307.65
2020-11,Centro,Medicamentos usados no tratamento de intoxicações,19482.68
2020-11,Centro,Não Carregado,1671.13
2020-11,Centro,Vacinas e imunoglobulinas,500527.37
2020-11,Algarve,Aparelho cardiovascular,802821.85
2020-11,Algarve,Medicamentos usados em afecções cutâneas,38521.1
2020-11,Algarve,Medicamentos usados no tratamento de intoxicações,4344.24
2020-11,Alentejo,Hormonas e medicamentos usados no tratamento das doenças endócrinas,1370372.63
2020-11,Alentejo,Medicação antialérgica,18589.52
2020-11,Alentejo,Medicamentos usados em afecções cutâneas,27969.01
2020-11,Alentejo,Medicamentos usados no tratamento de intoxicações,804.21
2020-11,Alentejo,Sistema nervoso central,1141382.19
2020-12,Norte,Aparelho respiratório,2787515.33
2020-12,Norte,Hormonas e medicamentos usados no tratamento das doenças endócrinas,11096790.11
2020-12,Norte,Medicamentos usados em afecções cutâneas,324603.38
2020-12,Norte,Medicamentos usados em afecções oculares,697511.25
2020-12,Norte,Medicamentos usados em afecções otorrinolaringológicas,88084.72
2020-12,Lisboa,Aparelho cardiovascular,6616131.33
2020-12,Lisboa,Aparelho geniturinário,500190.62
2020-12,Lisboa,Sangue,4734798.23
2020-12,Lisboa,Sistema nervoso central,8467179.85
2020-12,Centro,Aparelho cardiovascular,5535161.49
2020-12,Centro,Correctivos da volémia e das alterações electrolíticas,3110.23
2020-12,Centro,Medicamentos usados em afecções cutâneas,217384.11
2020-12,Centro,Medicamentos usados em afecções oculares,691178.69
2020-12,Centro,Medicamentos usados no tratamento de intoxicações,18896.47
2020-12,Algarve,Aparelho geniturinário,65029.97
2020-12,Algarve,Sangue,560685.2
2020-12,Algarve,Sistema nervoso central,919202.57
2020-12,Algarve,Vacinas e imunoglobulinas,21314.21
2021-01,Norte,Aparelho geniturinário,533237.06
2021-01,Norte,Não Carregado,3375.87
2021-01,Lisboa,Medicamentos usados em afecções cutâneas,359598.0
2021-01,Lisboa,Medicamentos usados em afecções oculares,958933.71
2021-01,Centro,Aparelho cardiovascular,5557416.47
2021-01,Centro,Medicação antialérgica,87500.15
2021-01,Centro,Medicamentos usados em afecções cutâneas,220092.38
2021-01,Centro,Medicamentos usados no tratamento de intoxicações,10585.98
2021-01,Centro,Nutrição e metabolismo,67376.08
2021-01,Centro,Sangue,4061935.65
2021-01,Algarve,Aparelho respiratório,257597.17
